C:\Users\Gaser\Desktop\كوبرا\.blackfire.yml,391,423B3793C9B2218688BF4BD0B9A76708BED759FEFA7F71A46911031933218F3E,280273fda094ada263cbefc762f3304c0a6eb917,config
C:\Users\Gaser\Desktop\كوبرا\.deptrac.cache,2501954,C70C95740CE5553F9054BECF62542E5FA4F968FA01E8130B61C5312B59E1D0DA,280273fda094ada263cbefc762f3304c0a6eb917,other
C:\Users\Gaser\Desktop\كوبرا\.dockerignore,1650,E79E99E4C51FB579014B82EE1F9D44C6DA067F598F9BBE4D535034B609634531,2fdc0cbb217a2e7aeca545fe755d25a788f75dc8,other
C:\Users\Gaser\Desktop\كوبرا\.editorconfig,258,D9A5756CA5ADEA55000BE0EE4F5AF68946E3554C986981B7F8E35E7ACAAD28FA,57fcff018988cc2367ac2e4fcac087abd944322c,config
C:\Users\Gaser\Desktop\كوبرا\.env,2087,1EC5A9AC793362BBA9DDF7745104CBE7B624333AEE64E71B62BB448BD06B92DE,N/A,other
C:\Users\Gaser\Desktop\كوبرا\.env.backup,606,0D252F0002FDC72FCB42E5C043C7564391AD26F1B1BF090C95E7FC570C274143,280273fda094ada263cbefc762f3304c0a6eb917,other
C:\Users\Gaser\Desktop\كوبرا\.env.example,18,BF9F0B934E5229350F9170611DCB0C2B7B7253256A5624911B4C147D8D0F83C0,4a8469aa02ff1aaa4cce8b8a216b45fd81597ffe,other
C:\Users\Gaser\Desktop\كوبرا\.env.production,2285,46FC38681AECC829B3D1E6F4530631B25AA6210C5E0928FE9B5C8A2D50D1E794,N/A,other
C:\Users\Gaser\Desktop\كوبرا\.env.testing,163,57F4E9405B16E222A8872496E82061F97165378CCBC4E66DE33C1BADF3649F1E,6751836ff74243c4850f46bfce3e1b4256ce06d2,other
C:\Users\Gaser\Desktop\كوبرا\.eslintrc.js,1081,2B2173975D30BE14C7CBB7453A921EA9247EBB30BFCAF1CAA2EB121489F327AB,a7b8fbbd556670d5653b2648b34b3125bc6d1edb,source
C:\Users\Gaser\Desktop\كوبرا\.gitattributes,186,A40EB27EE0B545CA5B5542DAAF99FEC51F84F23B3766A6353864EF2A115BC51C,57fcff018988cc2367ac2e4fcac087abd944322c,other
C:\Users\Gaser\Desktop\كوبرا\.gitignore,1026,783685119E38B8ADDA7CCBC1D737FCEA265CA588D87EE9890F0DB1CF811D2585,d1d773ade1f010fe8b7e114955a2bf90f1529207,other
C:\Users\Gaser\Desktop\كوبرا\.gitlab-ci.yml,14546,08D631118595E267BAC7E0302F47381B10D900E6C8DBE49EAE919D133482AB7E,4a8469aa02ff1aaa4cce8b8a216b45fd81597ffe,config
C:\Users\Gaser\Desktop\كوبرا\.npmignore,898,7A438C274F5090CB537B6B2DE11D656E6CAC54AD5C5E0F8C246D4815CD25F9A8,2fdc0cbb217a2e7aeca545fe755d25a788f75dc8,other
C:\Users\Gaser\Desktop\كوبرا\.php-cs-fixer.cache,26113,6FBE2D24947B272360058D93EEFC3DDA6779B7E56D27A1BD0C57CC1C170B2A61,N/A,other
C:\Users\Gaser\Desktop\كوبرا\.php-cs-fixer.php,4767,FAB70C4C9E56A308450B35E07AB6D3335C24068E68CD38BCFB231821E00B2CC7,5c4f39734c52103a546136abb7504883a4136810,source
C:\Users\Gaser\Desktop\كوبرا\.phpstan-baseline.neon,539,652F49381D80ED8CC8248C8A7B365E47A6F8C3579393889379528BFA40F4A2DF,2fdc0cbb217a2e7aeca545fe755d25a788f75dc8,other
C:\Users\Gaser\Desktop\كوبرا\.phpstorm.meta.php,275125,3CE49D122A926D696CB9895E6E36172D895304EEE2AAF392BDA15FBE22C6CF35,280273fda094ada263cbefc762f3304c0a6eb917,source
C:\Users\Gaser\Desktop\كوبرا\.prettierignore,378,19BAD719F6AB7887DAB62B21B44F88004BB76CAC1CB56F15577F1DBBF57B5C07,2fdc0cbb217a2e7aeca545fe755d25a788f75dc8,other
C:\Users\Gaser\Desktop\كوبرا\.prettierrc,216,652696E55BC1392DF88D5776FAC14FEED2C857EA6946AB797995F291A8CA0830,2502d9d76d928dc912de4a8b08422d1726b3260d,other
C:\Users\Gaser\Desktop\كوبرا\.securityscanignore,494,B5CFABD11CE3DB8EE0C3B7E254B44B52F2753903F355223C6EB9A328CC215F6D,2fdc0cbb217a2e7aeca545fe755d25a788f75dc8,other
C:\Users\Gaser\Desktop\كوبرا\.stylelintignore,1539,456C24237975E3DD01A98F73B6B85C659A6215644BBCEF324760AC0B24CB5B61,de6dac303dc1fb94103f486810e90c72ff62d788,other
